"Blooket
Import Template",,,,,,,
564,"If llamas are queens, then ponies are dangerous.

What is the inverse?","If llamas are NOT queens, then ponies are dangerous.","If ponies are dangerous, then llamas are queens.","If ponies are NOT dangerous, then llamas are NOT queens.","If llamas are NOT queens, then ponies are NOT dangerous.",30,4
565,"If tulips are NOT lame, then apples are indigo.

What is the inverse?","If apples are NOT indigo, then tulips are lame.","If apples are indigo, then tulips are lame.","If tulips are lame, then apples are NOT indigo.","If apples are indigo, then tulips are NOT lame.",30,3
566,"If narwhals are xenophobic, then quokkas are red.

What is the inverse?","If narwhals are NOT xenophobic, then quokkas are NOT red.","If quokkas are NOT red, then narwhals are NOT xenophobic.","If narwhals are xenophobic, then quokkas are NOT red.","If quokkas are red, then narwhals are xenophobic.",30,1
567,"If quokkas are furious, then insects are red.

What is the converse?","If insects are NOT red, then quokkas are NOT furious.","If insects are red, then quokkas are furious.","If insects are red, then quokkas are NOT furious.","If quokkas are NOT furious, then insects are NOT red.",30,2
568,"If apples are NOT xenophobic, then hawks are enigmatic.

What is the converse?","If apples are xenophobic, then hawks are enigmatic.","If hawks are NOT enigmatic, then apples are xenophobic.","If apples are xenophobic, then hawks are NOT enigmatic.","If hawks are enigmatic, then apples are NOT xenophobic.",30,4
569,"If insects are outgoing, then zebras are umpires.

What is the converse?","If zebras are NOT umpires, then insects are outgoing.","If zebras are umpires, then insects are outgoing.","If zebras are NOT umpires, then insects are NOT outgoing.","If insects are NOT outgoing, then zebras are NOT umpires.",30,2
570,"If zebras are zombies, then elephants are NOT happy.

What is the inverse?","If elephants are happy, then zebras are zombies.","If elephants are happy, then zebras are NOT zombies.","If elephants are NOT happy, then zebras are zombies.","If zebras are NOT zombies, then elephants are happy.",30,4
571,"If narwhals are dangerous, then flowers are NOT indigo.

What is the contrapositive?","If flowers are indigo, then narwhals are NOT dangerous.","If flowers are NOT indigo, then narwhals are dangerous.","If narwhals are NOT dangerous, then flowers are indigo.","If flowers are indigo, then narwhals are dangerous.",30,1
572,"If jaguars are NOT killers, then zebras are red.

What is the inverse?","If zebras are red, then jaguars are NOT killers.","If jaguars are NOT killers, then zebras are NOT red.","If jaguars are killers, then zebras are NOT red.","If zebras are NOT red, then jaguars are killers.",30,3
573,"If umbrellas are killers, then flowers are jealous.

What is the converse?","If flowers are NOT jealous, then umbrellas are NOT killers.","If flowers are jealous, then umbrellas are killers.","If umbrellas are NOT killers, then flowers are jealous.","If umbrellas are NOT killers, then flowers are NOT jealous.",30,2
574,"If violins are NOT indigo, then quokkas are transient.

What is the converse?","If violins are indigo, then quokkas are NOT transient.","If quokkas are NOT transient, then violins are indigo.","If quokkas are transient, then violins are NOT indigo.","If violins are indigo, then quokkas are transient.",30,3
575,"If apples are NOT furious, then whales are yellow.

What is the contrapositive?","If apples are furious, then whales are NOT yellow.","If whales are yellow, then apples are NOT furious.","If whales are NOT yellow, then apples are furious.","If whales are NOT yellow, then apples are NOT furious.",30,3
576,"If elephants are umpires, then llamas are yellow.

What is the contrapositive?","If elephants are NOT umpires, then llamas are NOT yellow.","If llamas are yellow, then elephants are umpires.","If elephants are NOT umpires, then llamas are yellow.","If llamas are NOT yellow, then elephants are NOT umpires.",30,4
577,"If umbrellas are dangerous, then quokkas are curious.

What is the contrapositive?","If quokkas are NOT curious, then umbrellas are NOT dangerous.","If quokkas are curious, then umbrellas are dangerous.","If umbrellas are NOT dangerous, then quokkas are curious.","If umbrellas are NOT dangerous, then quokkas are NOT curious.",30,1
578,"If flowers are outgoing, then mice are NOT indigo.

What is the converse?","If flowers are NOT outgoing, then mice are indigo.","If mice are indigo, then flowers are NOT outgoing.","If mice are NOT indigo, then flowers are NOT outgoing.","If mice are NOT indigo, then flowers are outgoing.",30,4
579,"If narwhals are dangerous, then whales are NOT xenophobic.

What is the inverse?","If whales are xenophobic, then narwhals are NOT dangerous.","If narwhals are NOT dangerous, then whales are xenophobic.","If whales are NOT xenophobic, then narwhals are dangerous.","If narwhals are NOT dangerous, then whales are NOT xenophobic.",30,2
580,"If dogs are blue, then tulips are xenophobic.

What is the contrapositive?","If dogs are NOT blue, then tulips are NOT xenophobic.","If tulips are NOT xenophobic, then dogs are NOT blue.","If tulips are xenophobic, then dogs are blue.","If tulips are NOT xenophobic, then dogs are blue.",30,2
581,"If owls are NOT zombies, then snakes are NOT sly.

What is the contrapositive?","If snakes are NOT sly, then owls are NOT zombies.","If owls are zombies, then snakes are NOT sly.","If owls are zombies, then snakes are sly.","If snakes are sly, then owls are zombies.",30,4
582,"If kangaroos are zombies, then cats are happy.

What is the contrapositive?","If kangaroos are NOT zombies, then cats are NOT happy.","If cats are NOT happy, then kangaroos are NOT zombies.","If cats are NOT happy, then kangaroos are zombies.","If cats are happy, then kangaroos are zombies.",30,2
583,"If flowers are xenophobic, then owls are jealous.

What is the contrapositive?","If owls are NOT jealous, then flowers are NOT xenophobic.","If flowers are NOT xenophobic, then owls are NOT jealous.","If owls are jealous, then flowers are xenophobic.","If owls are NOT jealous, then flowers are xenophobic.",30,1
584,"If umbrellas are NOT dangerous, then giraffes are awesome.

What is the converse?","If giraffes are NOT awesome, then umbrellas are NOT dangerous.","If giraffes are NOT awesome, then umbrellas are dangerous.","If umbrellas are dangerous, then giraffes are NOT awesome.","If giraffes are awesome, then umbrellas are NOT dangerous.",30,4
585,"If jaguars are happy, then hawks are NOT menacing.

What is the converse?","If hawks are NOT menacing, then jaguars are NOT happy.","If hawks are menacing, then jaguars are NOT happy.","If jaguars are NOT happy, then hawks are menacing.","If hawks are NOT menacing, then jaguars are happy.",30,4
586,"If umbrellas are transient, then bugs are NOT pious.

What is the inverse?","If bugs are NOT pious, then umbrellas are transient.","If umbrellas are NOT transient, then bugs are pious.","If bugs are pious, then umbrellas are NOT transient.","If bugs are pious, then umbrellas are transient.",30,2
587,"If tulips are awesome, then flowers are NOT queens.

What is the contrapositive?","If flowers are queens, then tulips are NOT awesome.","If tulips are NOT awesome, then flowers are queens.","If tulips are awesome, then flowers are queens.","If flowers are NOT queens, then tulips are awesome.",30,1
588,"If llamas are menacing, then mice are NOT sly.

What is the inverse?","If mice are sly, then llamas are menacing.","If mice are sly, then llamas are NOT menacing.","If mice are NOT sly, then llamas are menacing.","If llamas are NOT menacing, then mice are sly.",30,4
589,"If giraffes are NOT outgoing, then ponies are NOT umpires.

What is the converse?","If ponies are umpires, then giraffes are NOT outgoing.","If ponies are NOT umpires, then giraffes are NOT outgoing.","If ponies are umpires, then giraffes are outgoing.","If giraffes are outgoing, then ponies are umpires.",30,2
590,"If quokkas are enigmatic, then hawks are NOT curious.

What is the converse?","If hawks are curious, then quokkas are NOT enigmatic.","If hawks are NOT curious, then quokkas are enigmatic.","If quokkas are NOT enigmatic, then hawks are curious.","If hawks are NOT curious, then quokkas are NOT enigmatic.",30,2
591,"If zebras are queens, then mice are awesome.

What is the converse?","If mice are NOT awesome, then zebras are NOT queens.","If zebras are NOT queens, then mice are awesome.","If mice are awesome, then zebras are queens.","If zebras are NOT queens, then mice are NOT awesome.",30,3
592,"If insects are NOT blue, then violins are dangerous.

What is the inverse?","If violins are NOT dangerous, then insects are NOT blue.","If violins are NOT dangerous, then insects are blue.","If insects are blue, then violins are NOT dangerous.","If violins are dangerous, then insects are NOT blue.",30,3
593,"If insects are NOT pious, then bugs are NOT umpires.

What is the converse?","If bugs are umpires, then insects are NOT pious.","If bugs are umpires, then insects are pious.","If bugs are NOT umpires, then insects are NOT pious.","If insects are pious, then bugs are umpires.",30,3
594,"If mice are NOT jealous, then tulips are yellow.

What is the inverse?","If mice are NOT jealous, then tulips are NOT yellow.","If tulips are NOT yellow, then mice are jealous.","If mice are jealous, then tulips are NOT yellow.","If tulips are yellow, then mice are NOT jealous.",30,3
595,"If jaguars are queens, then elephants are NOT indigo.

What is the converse?","If elephants are NOT indigo, then jaguars are queens.","If elephants are NOT indigo, then jaguars are NOT queens.","If elephants are indigo, then jaguars are NOT queens.","If jaguars are NOT queens, then elephants are indigo.",30,1
596,"If whales are sly, then cats are NOT killers.

What is the converse?","If cats are killers, then whales are sly.","If cats are NOT killers, then whales are sly.","If cats are killers, then whales are NOT sly.","If whales are NOT sly, then cats are killers.",30,2
597,"If mice are NOT pious, then dogs are outgoing.

What is the inverse?","If dogs are outgoing, then mice are NOT pious.","If mice are NOT pious, then dogs are NOT outgoing.","If dogs are NOT outgoing, then mice are pious.","If mice are pious, then dogs are NOT outgoing.",30,4
598,"If llamas are NOT happy, then flowers are NOT green.

What is the inverse?","If llamas are happy, then flowers are NOT green.","If llamas are happy, then flowers are green.","If flowers are NOT green, then llamas are NOT happy.","If flowers are green, then llamas are happy.",30,2
599,"If snakes are NOT outgoing, then owls are happy.

What is the contrapositive?","If owls are happy, then snakes are NOT outgoing.","If snakes are outgoing, then owls are NOT happy.","If owls are NOT happy, then snakes are outgoing.","If owls are NOT happy, then snakes are NOT outgoing.",30,3
600,"If umbrellas are red, then quokkas are green.

What is the converse?","If umbrellas are NOT red, then quokkas are NOT green.","If quokkas are NOT green, then umbrellas are NOT red.","If quokkas are green, then umbrellas are red.","If quokkas are NOT green, then umbrellas are red.",30,3
601,"If llamas are NOT umpires, then dogs are NOT indigo.

What is the converse?","If dogs are NOT indigo, then llamas are NOT umpires.","If dogs are indigo, then llamas are umpires.","If llamas are umpires, then dogs are indigo.","If dogs are NOT indigo, then llamas are umpires.",30,1
602,"If ponies are NOT lame, then elephants are xenophobic.

What is the converse?","If ponies are lame, then elephants are NOT xenophobic.","If elephants are NOT xenophobic, then ponies are lame.","If elephants are xenophobic, then ponies are NOT lame.","If elephants are NOT xenophobic, then ponies are NOT lame.",30,3
603,"If narwhals are NOT furious, then llamas are NOT zombies.

What is the contrapositive?","If narwhals are furious, then llamas are NOT zombies.","If narwhals are furious, then llamas are zombies.","If llamas are NOT zombies, then narwhals are NOT furious.","If llamas are zombies, then narwhals are furious.",30,4
604,"If zebras are furious, then llamas are NOT indigo.

What is the contrapositive?","If llamas are NOT indigo, then zebras are NOT furious.","If llamas are NOT indigo, then zebras are furious.","If zebras are NOT furious, then llamas are indigo.","If llamas are indigo, then zebras are NOT furious.",30,4
605,"If flowers are NOT zombies, then elephants are pious.

What is the converse?","If flowers are zombies, then elephants are NOT pious.","If elephants are NOT pious, then flowers are zombies.","If elephants are pious, then flowers are NOT zombies.","If elephants are pious, then flowers are zombies.",30,3
606,"If hawks are yellow, then cats are happy.

What is the contrapositive?","If hawks are NOT yellow, then cats are NOT happy.","If cats are NOT happy, then hawks are NOT yellow.","If hawks are NOT yellow, then cats are happy.","If cats are happy, then hawks are yellow.",30,2
607,"If hawks are NOT pious, then flowers are NOT green.

What is the contrapositive?","If flowers are green, then hawks are pious.","If hawks are NOT pious, then flowers are green.","If flowers are NOT green, then hawks are NOT pious.","If hawks are pious, then flowers are green.",30,1
608,"If mice are NOT umpires, then kangaroos are jealous.

What is the contrapositive?","If mice are NOT umpires, then kangaroos are NOT jealous.","If kangaroos are NOT jealous, then mice are umpires.","If mice are umpires, then kangaroos are NOT jealous.","If kangaroos are jealous, then mice are NOT umpires.",30,2
609,"If owls are NOT menacing, then xylophones are NOT furious.

What is the inverse?","If xylophones are NOT furious, then owls are NOT menacing.","If xylophones are NOT furious, then owls are menacing.","If owls are menacing, then xylophones are furious.","If xylophones are furious, then owls are menacing.",30,3
610,"If llamas are NOT enigmatic, then whales are NOT weak.

What is the contrapositive?","If whales are NOT weak, then llamas are enigmatic.","If whales are NOT weak, then llamas are NOT enigmatic.","If llamas are enigmatic, then whales are weak.","If whales are weak, then llamas are enigmatic.",30,4
611,"If violins are NOT blue, then insects are NOT green.

What is the contrapositive?","If violins are blue, then insects are green.","If insects are NOT green, then violins are NOT blue.","If insects are green, then violins are NOT blue.","If insects are green, then violins are blue.",30,4
612,"If bugs are NOT indigo, then giraffes are NOT pious.

What is the inverse?","If giraffes are NOT pious, then bugs are NOT indigo.","If bugs are indigo, then giraffes are pious.","If giraffes are pious, then bugs are indigo.","If giraffes are NOT pious, then bugs are indigo.",30,2
613,"If hawks are NOT blue, then violins are yellow.

What is the converse?","If hawks are blue, then violins are NOT yellow.","If violins are yellow, then hawks are NOT blue.","If violins are NOT yellow, then hawks are blue.","If hawks are NOT blue, then violins are NOT yellow.",30,2
614,"If quokkas are NOT zombies, then owls are happy.

What is the converse?","If owls are happy, then quokkas are NOT zombies.","If owls are NOT happy, then quokkas are NOT zombies.","If owls are NOT happy, then quokkas are zombies.","If quokkas are zombies, then owls are NOT happy.",30,1
615,"If quokkas are NOT nice, then whales are NOT pious.

What is the contrapositive?","If whales are NOT pious, then quokkas are NOT nice.","If quokkas are nice, then whales are pious.","If whales are pious, then quokkas are NOT nice.","If whales are pious, then quokkas are nice.",30,4
616,"If quokkas are green, then violins are NOT xenophobic.

What is the inverse?","If violins are NOT xenophobic, then quokkas are green.","If violins are xenophobic, then quokkas are NOT green.","If quokkas are NOT green, then violins are xenophobic.","If quokkas are green, then violins are xenophobic.",30,3
617,"If narwhals are umpires, then kangaroos are pious.

What is the converse?","If narwhals are NOT umpires, then kangaroos are NOT pious.","If kangaroos are NOT pious, then narwhals are umpires.","If kangaroos are pious, then narwhals are umpires.","If kangaroos are NOT pious, then narwhals are NOT umpires.",30,3
618,"If owls are nice, then bugs are xenophobic.

What is the converse?","If owls are NOT nice, then bugs are NOT xenophobic.","If bugs are NOT xenophobic, then owls are NOT nice.","If bugs are NOT xenophobic, then owls are nice.","If bugs are xenophobic, then owls are nice.",30,4
619,"If dogs are umpires, then whales are furious.

What is the converse?","If whales are NOT furious, then dogs are NOT umpires.","If whales are furious, then dogs are umpires.","If dogs are NOT umpires, then whales are NOT furious.","If dogs are NOT umpires, then whales are furious.",30,2
620,"If tulips are red, then hawks are NOT lame.

What is the contrapositive?","If tulips are NOT red, then hawks are lame.","If hawks are lame, then tulips are NOT red.","If hawks are NOT lame, then tulips are red.","If tulips are red, then hawks are lame.",30,2
621,"If violins are happy, then cats are dangerous.

What is the contrapositive?","If cats are dangerous, then violins are happy.","If violins are NOT happy, then cats are dangerous.","If cats are NOT dangerous, then violins are NOT happy.","If violins are NOT happy, then cats are NOT dangerous.",30,3
622,"If hawks are NOT curious, then quokkas are NOT zombies.

What is the contrapositive?","If quokkas are zombies, then hawks are NOT curious.","If quokkas are zombies, then hawks are curious.","If quokkas are NOT zombies, then hawks are NOT curious.","If hawks are curious, then quokkas are zombies.",30,2
623,"If hawks are NOT jealous, then mice are NOT weak.

What is the contrapositive?","If mice are weak, then hawks are jealous.","If mice are NOT weak, then hawks are NOT jealous.","If hawks are jealous, then mice are weak.","If mice are weak, then hawks are NOT jealous.",30,1
624,"If apples are pious, then quokkas are transient.

What is the inverse?","If apples are NOT pious, then quokkas are transient.","If quokkas are NOT transient, then apples are NOT pious.","If quokkas are transient, then apples are pious.","If apples are NOT pious, then quokkas are NOT transient.",30,4
625,"If tulips are dangerous, then insects are NOT menacing.

What is the converse?","If insects are NOT menacing, then tulips are dangerous.","If tulips are NOT dangerous, then insects are NOT menacing.","If tulips are NOT dangerous, then insects are menacing.","If insects are menacing, then tulips are NOT dangerous.",30,1
626,"If dogs are nice, then narwhals are NOT sly.

What is the contrapositive?","If narwhals are sly, then dogs are NOT nice.","If dogs are NOT nice, then narwhals are sly.","If narwhals are sly, then dogs are nice.","If narwhals are NOT sly, then dogs are nice.",30,1
627,"If whales are green, then ponies are NOT xenophobic.

What is the converse?","If ponies are xenophobic, then whales are NOT green.","If ponies are NOT xenophobic, then whales are green.","If ponies are xenophobic, then whales are green.","If whales are NOT green, then ponies are xenophobic.",30,2
628,"If mice are enigmatic, then xylophones are yellow.

What is the contrapositive?","If mice are NOT enigmatic, then xylophones are NOT yellow.","If xylophones are NOT yellow, then mice are NOT enigmatic.","If mice are enigmatic, then xylophones are NOT yellow.","If xylophones are yellow, then mice are enigmatic.",30,2
629,"If quokkas are NOT sly, then kangaroos are NOT green.

What is the inverse?","If quokkas are sly, then kangaroos are NOT green.","If kangaroos are NOT green, then quokkas are NOT sly.","If quokkas are sly, then kangaroos are green.","If kangaroos are green, then quokkas are sly.",30,3
630,"If flowers are outgoing, then jaguars are awesome.

What is the converse?","If jaguars are awesome, then flowers are outgoing.","If flowers are NOT outgoing, then jaguars are awesome.","If jaguars are NOT awesome, then flowers are NOT outgoing.","If flowers are NOT outgoing, then jaguars are NOT awesome.",30,1
631,"If insects are NOT outgoing, then quokkas are umpires.

What is the inverse?","If quokkas are umpires, then insects are NOT outgoing.","If quokkas are NOT umpires, then insects are outgoing.","If insects are outgoing, then quokkas are NOT umpires.","If quokkas are NOT umpires, then insects are NOT outgoing.",30,3
632,"If flowers are furious, then whales are NOT enigmatic.

What is the converse?","If flowers are NOT furious, then whales are NOT enigmatic.","If whales are NOT enigmatic, then flowers are furious.","If whales are enigmatic, then flowers are NOT furious.","If flowers are NOT furious, then whales are enigmatic.",30,2
633,"If dogs are indigo, then giraffes are NOT happy.

What is the contrapositive?","If dogs are NOT indigo, then giraffes are happy.","If giraffes are NOT happy, then dogs are indigo.","If giraffes are happy, then dogs are NOT indigo.","If giraffes are NOT happy, then dogs are NOT indigo.",30,3
634,"If umbrellas are umpires, then jaguars are NOT menacing.

What is the inverse?","If jaguars are NOT menacing, then umbrellas are NOT umpires.","If umbrellas are NOT umpires, then jaguars are menacing.","If jaguars are NOT menacing, then umbrellas are umpires.","If jaguars are menacing, then umbrellas are NOT umpires.",30,2
635,"If jaguars are dangerous, then umbrellas are curious.

What is the inverse?","If umbrellas are NOT curious, then jaguars are dangerous.","If umbrellas are NOT curious, then jaguars are NOT dangerous.","If jaguars are NOT dangerous, then umbrellas are NOT curious.","If umbrellas are curious, then jaguars are dangerous.",30,3
636,"If apples are NOT sly, then quokkas are NOT killers.

What is the converse?","If apples are sly, then quokkas are killers.","If quokkas are killers, then apples are NOT sly.","If quokkas are killers, then apples are sly.","If quokkas are NOT killers, then apples are NOT sly.",30,4
637,"If tulips are blue, then giraffes are xenophobic.

What is the converse?","If tulips are NOT blue, then giraffes are NOT xenophobic.","If tulips are NOT blue, then giraffes are xenophobic.","If giraffes are xenophobic, then tulips are blue.","If giraffes are NOT xenophobic, then tulips are NOT blue.",30,3
638,"If dogs are enigmatic, then mice are NOT awesome.

What is the inverse?","If dogs are enigmatic, then mice are awesome.","If mice are awesome, then dogs are NOT enigmatic.","If mice are NOT awesome, then dogs are enigmatic.","If dogs are NOT enigmatic, then mice are awesome.",30,4
639,"If zebras are NOT nice, then quokkas are pious.

What is the inverse?","If quokkas are pious, then zebras are NOT nice.","If zebras are NOT nice, then quokkas are NOT pious.","If zebras are nice, then quokkas are NOT pious.","If quokkas are NOT pious, then zebras are nice.",30,3
640,"If llamas are NOT red, then ponies are yellow.

What is the inverse?","If ponies are yellow, then llamas are NOT red.","If ponies are NOT yellow, then llamas are NOT red.","If ponies are NOT yellow, then llamas are red.","If llamas are red, then ponies are NOT yellow.",30,4
641,"If insects are NOT xenophobic, then kangaroos are jealous.

What is the contrapositive?","If kangaroos are NOT jealous, then insects are xenophobic.","If insects are xenophobic, then kangaroos are NOT jealous.","If kangaroos are jealous, then insects are NOT xenophobic.","If kangaroos are jealous, then insects are xenophobic.",30,1
642,"If flowers are NOT menacing, then violins are awesome.

What is the converse?","If flowers are menacing, then violins are NOT awesome.","If violins are awesome, then flowers are NOT menacing.","If violins are NOT awesome, then flowers are menacing.","If violins are NOT awesome, then flowers are NOT menacing.",30,2
643,"If apples are nice, then snakes are pious.

What is the converse?","If snakes are pious, then apples are NOT nice.","If snakes are pious, then apples are nice.","If apples are NOT nice, then snakes are NOT pious.","If snakes are NOT pious, then apples are NOT nice.",30,2
644,"If owls are indigo, then whales are NOT sly.

What is the contrapositive?","If owls are NOT indigo, then whales are NOT sly.","If whales are sly, then owls are NOT indigo.","If owls are NOT indigo, then whales are sly.","If whales are NOT sly, then owls are indigo.",30,2
645,"If snakes are NOT awesome, then apples are NOT lame.

What is the converse?","If snakes are awesome, then apples are lame.","If apples are NOT lame, then snakes are awesome.","If apples are lame, then snakes are awesome.","If apples are NOT lame, then snakes are NOT awesome.",30,4
646,"If giraffes are killers, then zebras are NOT xenophobic.

What is the inverse?","If zebras are xenophobic, then giraffes are NOT killers.","If zebras are NOT xenophobic, then giraffes are killers.","If giraffes are NOT killers, then zebras are xenophobic.","If giraffes are killers, then zebras are xenophobic.",30,3
647,"If owls are NOT zombies, then giraffes are pious.

What is the contrapositive?","If owls are zombies, then giraffes are NOT pious.","If giraffes are NOT pious, then owls are zombies.","If owls are NOT zombies, then giraffes are NOT pious.","If giraffes are pious, then owls are NOT zombies.",30,2
648,"If violins are NOT weak, then flowers are lame.

What is the converse?","If flowers are lame, then violins are NOT weak.","If flowers are NOT lame, then violins are weak.","If violins are NOT weak, then flowers are NOT lame.","If violins are weak, then flowers are NOT lame.",30,1
649,"If snakes are jealous, then whales are NOT happy.

What is the contrapositive?","If whales are NOT happy, then snakes are jealous.","If snakes are NOT jealous, then whales are happy.","If snakes are jealous, then whales are happy.","If whales are happy, then snakes are NOT jealous.",30,4
650,"If whales are violent, then umbrellas are menacing.

What is the inverse?","If umbrellas are NOT menacing, then whales are NOT violent.","If umbrellas are menacing, then whales are violent.","If whales are violent, then umbrellas are NOT menacing.","If whales are NOT violent, then umbrellas are NOT menacing.",30,4
651,"If hawks are NOT killers, then umbrellas are zombies.

What is the inverse?","If hawks are killers, then umbrellas are NOT zombies.","If umbrellas are zombies, then hawks are NOT killers.","If umbrellas are NOT zombies, then hawks are NOT killers.","If umbrellas are NOT zombies, then hawks are killers.",30,1
652,"If zebras are pious, then jaguars are NOT menacing.

What is the converse?","If zebras are pious, then jaguars are menacing.","If zebras are NOT pious, then jaguars are menacing.","If jaguars are NOT menacing, then zebras are pious.","If jaguars are menacing, then zebras are NOT pious.",30,3
653,"If jaguars are NOT outgoing, then apples are green.

What is the inverse?","If jaguars are NOT outgoing, then apples are NOT green.","If jaguars are outgoing, then apples are NOT green.","If apples are green, then jaguars are NOT outgoing.","If apples are NOT green, then jaguars are outgoing.",30,2
654,"If zebras are transient, then snakes are NOT queens.

What is the inverse?","If snakes are queens, then zebras are NOT transient.","If snakes are NOT queens, then zebras are transient.","If snakes are NOT queens, then zebras are NOT transient.","If zebras are NOT transient, then snakes are queens.",30,4
655,"If flowers are NOT yellow, then dogs are NOT awesome.

What is the contrapositive?","If dogs are NOT awesome, then flowers are NOT yellow.","If dogs are awesome, then flowers are yellow.","If dogs are awesome, then flowers are NOT yellow.","If flowers are yellow, then dogs are awesome.",30,2
656,"If llamas are NOT blue, then dogs are pious.

What is the converse?","If dogs are NOT pious, then llamas are blue.","If dogs are pious, then llamas are NOT blue.","If dogs are pious, then llamas are blue.","If llamas are blue, then dogs are NOT pious.",30,2
657,"If giraffes are NOT green, then whales are weak.

What is the contrapositive?","If giraffes are green, then whales are NOT weak.","If whales are weak, then giraffes are NOT green.","If whales are NOT weak, then giraffes are NOT green.","If whales are NOT weak, then giraffes are green.",30,4
658,"If violins are zombies, then mice are queens.

What is the converse?","If violins are NOT zombies, then mice are NOT queens.","If mice are queens, then violins are zombies.","If mice are NOT queens, then violins are NOT zombies.","If violins are NOT zombies, then mice are queens.",30,2
659,"If narwhals are NOT awesome, then flowers are NOT umpires.

What is the contrapositive?","If flowers are umpires, then narwhals are awesome.","If flowers are NOT umpires, then narwhals are NOT awesome.","If narwhals are NOT awesome, then flowers are umpires.","If narwhals are awesome, then flowers are umpires.",30,1
660,"If llamas are weak, then jaguars are NOT queens.

What is the converse?","If jaguars are queens, then llamas are weak.","If llamas are NOT weak, then jaguars are queens.","If jaguars are NOT queens, then llamas are weak.","If jaguars are queens, then llamas are NOT weak.",30,3
661,"If snakes are green, then elephants are NOT dangerous.

What is the contrapositive?","If elephants are NOT dangerous, then snakes are green.","If snakes are green, then elephants are dangerous.","If elephants are dangerous, then snakes are NOT green.","If snakes are NOT green, then elephants are dangerous.",30,3
662,"If umbrellas are NOT zombies, then llamas are outgoing.

What is the inverse?","If llamas are NOT outgoing, then umbrellas are zombies.","If llamas are outgoing, then umbrellas are NOT zombies.","If umbrellas are zombies, then llamas are NOT outgoing.","If llamas are NOT outgoing, then umbrellas are NOT zombies.",30,3
663,"If apples are NOT menacing, then giraffes are NOT weak.

What is the converse?","If apples are menacing, then giraffes are weak.","If giraffes are weak, then apples are menacing.","If apples are NOT menacing, then giraffes are weak.","If giraffes are NOT weak, then apples are NOT menacing.",30,4
664,"If tulips are NOT pious, then quokkas are dangerous.

What is the converse?","If tulips are pious, then quokkas are NOT dangerous.","If quokkas are NOT dangerous, then tulips are pious.","If quokkas are dangerous, then tulips are NOT pious.","If quokkas are dangerous, then tulips are pious.",30,3
665,"If dogs are NOT transient, then umbrellas are awesome.

What is the converse?","If umbrellas are NOT awesome, then dogs are transient.","If umbrellas are awesome, then dogs are transient.","If umbrellas are awesome, then dogs are NOT transient.","If dogs are transient, then umbrellas are NOT awesome.",30,3
666,"If elephants are xenophobic, then whales are pious.

What is the contrapositive?","If whales are pious, then elephants are NOT xenophobic.","If whales are pious, then elephants are xenophobic.","If elephants are NOT xenophobic, then whales are NOT pious.","If whales are NOT pious, then elephants are NOT xenophobic.",30,4
667,"If llamas are enigmatic, then xylophones are NOT blue.

What is the converse?","If llamas are NOT enigmatic, then xylophones are NOT blue.","If xylophones are NOT blue, then llamas are enigmatic.","If llamas are NOT enigmatic, then xylophones are blue.","If xylophones are blue, then llamas are NOT enigmatic.",30,2
668,"If giraffes are red, then insects are NOT sly.

What is the contrapositive?","If insects are NOT sly, then giraffes are red.","If insects are NOT sly, then giraffes are NOT red.","If giraffes are NOT red, then insects are sly.","If insects are sly, then giraffes are NOT red.",30,4
669,"If apples are transient, then insects are outgoing.

What is the contrapositive?","If apples are transient, then insects are NOT outgoing.","If apples are NOT transient, then insects are NOT outgoing.","If insects are NOT outgoing, then apples are NOT transient.","If insects are outgoing, then apples are transient.",30,3
670,"If jaguars are NOT weak, then kangaroos are xenophobic.

What is the contrapositive?","If jaguars are NOT weak, then kangaroos are NOT xenophobic.","If kangaroos are NOT xenophobic, then jaguars are weak.","If kangaroos are xenophobic, then jaguars are NOT weak.","If jaguars are weak, then kangaroos are NOT xenophobic.",30,2
671,"If tulips are NOT sly, then elephants are menacing.

What is the inverse?","If tulips are sly, then elephants are menacing.","If elephants are menacing, then tulips are NOT sly.","If tulips are sly, then elephants are NOT menacing.","If elephants are NOT menacing, then tulips are sly.",30,3
672,"If giraffes are NOT nice, then whales are green.

What is the contrapositive?","If whales are NOT green, then giraffes are nice.","If giraffes are NOT nice, then whales are NOT green.","If giraffes are nice, then whales are NOT green.","If whales are green, then giraffes are NOT nice.",30,1
673,"If hawks are NOT furious, then giraffes are menacing.

What is the inverse?","If hawks are furious, then giraffes are menacing.","If giraffes are menacing, then hawks are NOT furious.","If giraffes are NOT menacing, then hawks are furious.","If hawks are furious, then giraffes are NOT menacing.",30,4
674,"If mice are NOT red, then umbrellas are outgoing.

What is the converse?","If umbrellas are outgoing, then mice are NOT red.","If umbrellas are NOT outgoing, then mice are NOT red.","If mice are red, then umbrellas are NOT outgoing.","If umbrellas are NOT outgoing, then mice are red.",30,1
675,"If mice are NOT indigo, then kangaroos are NOT weak.

What is the inverse?","If kangaroos are NOT weak, then mice are NOT indigo.","If kangaroos are NOT weak, then mice are indigo.","If mice are indigo, then kangaroos are weak.","If kangaroos are weak, then mice are indigo.",30,3
676,"If bugs are transient, then giraffes are NOT happy.

What is the inverse?","If giraffes are NOT happy, then bugs are transient.","If bugs are NOT transient, then giraffes are happy.","If giraffes are happy, then bugs are NOT transient.","If bugs are transient, then giraffes are happy.",30,2
