"Blooket
Import Template",,,,,,,
422,'Negate the statement: Some umbrellas are not yellow.',All umbrellas are yellow.,Some umbrellas are yellow.,No umbrellas are yellow.,Some umbrellas are not yellow.,30,1
423,'Negate the statement: Some zebras are not menacing.',Some zebras are not menacing.,All zebras are menacing.,No zebras are menacing.,Some zebras are menacing.,30,2
424,'Negate the statement: Some narwhals are enigmatic.',Some narwhals are not enigmatic.,All narwhals are enigmatic.,No narwhals are enigmatic.,Some narwhals are enigmatic.,30,3
425,'Negate the statement: Some tulips are queens.',All tulips are queens.,No tulips are queens.,Some tulips are queens.,Some tulips are not queens.,30,2
426,'Negate the statement: All violins are furious.',Some violins are furious.,Some violins are not furious.,No violins are furious.,All violins are furious.,30,2
427,'Negate the statement: Some ponies are not queens.',Some ponies are queens.,Some ponies are not queens.,No ponies are queens.,All ponies are queens.,30,4
428,'Negate the statement: Some zebras are not indigo.',All zebras are indigo.,Some zebras are indigo.,No zebras are indigo.,Some zebras are not indigo.,30,1
429,'Negate the statement: Some apples are not dangerous.',Some apples are dangerous.,Some apples are not dangerous.,All apples are dangerous.,No apples are dangerous.,30,3
430,'Negate the statement: No jaguars are indigo.',No jaguars are indigo.,Some jaguars are not indigo.,Some jaguars are indigo.,All jaguars are indigo.,30,3
431,'Negate the statement: Some flowers are not dangerous.',No flowers are dangerous.,All flowers are dangerous.,Some flowers are not dangerous.,Some flowers are dangerous.,30,2
432,'Negate the statement: Some violins are not indigo.',Some violins are not indigo.,No violins are indigo.,All violins are indigo.,Some violins are indigo.,30,3
433,'Negate the statement: All kangaroos are zombies.',Some kangaroos are zombies.,All kangaroos are zombies.,No kangaroos are zombies.,Some kangaroos are not zombies.,30,4
434,'Negate the statement: Some llamas are zombies.',Some llamas are not zombies.,Some llamas are zombies.,All llamas are zombies.,No llamas are zombies.,30,4
435,'Negate the statement: Some insects are curious.',Some insects are not curious.,Some insects are curious.,All insects are curious.,No insects are curious.,30,4
436,'Negate the statement: All kangaroos are umpires.',Some kangaroos are umpires.,No kangaroos are umpires.,All kangaroos are umpires.,Some kangaroos are not umpires.,30,4
437,'Negate the statement: All violins are yellow.',All violins are yellow.,Some violins are yellow.,No violins are yellow.,Some violins are not yellow.,30,4
438,'Negate the statement: Some giraffes are red.',Some giraffes are not red.,No giraffes are red.,Some giraffes are red.,All giraffes are red.,30,2
439,'Negate the statement: All xylophones are killers.',All xylophones are killers.,Some xylophones are not killers.,Some xylophones are killers.,No xylophones are killers.,30,2
440,'Negate the statement: Some zebras are not furious.',All zebras are furious.,No zebras are furious.,Some zebras are furious.,Some zebras are not furious.,30,1
441,'Negate the statement: Some ponies are happy.',Some ponies are not happy.,Some ponies are happy.,No ponies are happy.,All ponies are happy.,30,3
442,'Negate the statement: Some quokkas are not menacing.',Some quokkas are menacing.,No quokkas are menacing.,Some quokkas are not menacing.,All quokkas are menacing.,30,4
443,'Negate the statement: All giraffes are jealous.',All giraffes are jealous.,Some giraffes are jealous.,Some giraffes are not jealous.,No giraffes are jealous.,30,3
444,'Negate the statement: Some mice are xenophobic.',All mice are xenophobic.,Some mice are xenophobic.,Some mice are not xenophobic.,No mice are xenophobic.,30,4
445,'Negate the statement: All giraffes are happy.',No giraffes are happy.,All giraffes are happy.,Some giraffes are happy.,Some giraffes are not happy.,30,4
446,'Negate the statement: No owls are transient.',Some owls are not transient.,No owls are transient.,All owls are transient.,Some owls are transient.,30,4
447,'Negate the statement: Some whales are awesome.',Some whales are awesome.,Some whales are not awesome.,No whales are awesome.,All whales are awesome.,30,3
448,'Negate the statement: Some apples are not weak.',Some apples are not weak.,No apples are weak.,All apples are weak.,Some apples are weak.,30,3
449,'Negate the statement: Some whales are not nice.',Some whales are not nice.,Some whales are nice.,No whales are nice.,All whales are nice.,30,4
450,'Negate the statement: Some quokkas are not umpires.',All quokkas are umpires.,Some quokkas are not umpires.,Some quokkas are umpires.,No quokkas are umpires.,30,1
451,'Negate the statement: No whales are furious.',Some whales are furious.,All whales are furious.,No whales are furious.,Some whales are not furious.,30,1
452,'Negate the statement: No umbrellas are lame.',Some umbrellas are not lame.,All umbrellas are lame.,Some umbrellas are lame.,No umbrellas are lame.,30,3
453,'Negate the statement: Some giraffes are not outgoing.',Some giraffes are not outgoing.,Some giraffes are outgoing.,All giraffes are outgoing.,No giraffes are outgoing.,30,3
454,'Negate the statement: No zebras are red.',Some zebras are red.,Some zebras are not red.,No zebras are red.,All zebras are red.,30,1
455,'Negate the statement: No owls are green.',No owls are green.,All owls are green.,Some owls are not green.,Some owls are green.,30,4
456,'Negate the statement: All apples are transient.',Some apples are transient.,All apples are transient.,No apples are transient.,Some apples are not transient.,30,4
457,'Negate the statement: All snakes are menacing.',Some snakes are not menacing.,Some snakes are menacing.,No snakes are menacing.,All snakes are menacing.,30,1
458,'Negate the statement: No tulips are pious.',Some tulips are not pious.,Some tulips are pious.,All tulips are pious.,No tulips are pious.,30,2
459,'Negate the statement: Some ponies are pious.',Some ponies are not pious.,No ponies are pious.,Some ponies are pious.,All ponies are pious.,30,2
460,'Negate the statement: No narwhals are queens.',All narwhals are queens.,No narwhals are queens.,Some narwhals are not queens.,Some narwhals are queens.,30,4
461,'Negate the statement: All llamas are pious.',Some llamas are pious.,Some llamas are not pious.,All llamas are pious.,No llamas are pious.,30,2
462,'Negate the statement: All cats are killers.',Some cats are killers.,All cats are killers.,Some cats are not killers.,No cats are killers.,30,3
463,'Negate the statement: All snakes are sly.',Some snakes are not sly.,All snakes are sly.,No snakes are sly.,Some snakes are sly.,30,1
464,'Negate the statement: Some xylophones are not killers.',Some xylophones are killers.,All xylophones are killers.,No xylophones are killers.,Some xylophones are not killers.,30,2
465,'Negate the statement: Some ponies are umpires.',Some ponies are umpires.,Some ponies are not umpires.,No ponies are umpires.,All ponies are umpires.,30,3
466,'Negate the statement: Some giraffes are not dangerous.',Some giraffes are dangerous.,All giraffes are dangerous.,Some giraffes are not dangerous.,No giraffes are dangerous.,30,2
467,'Negate the statement: All giraffes are curious.',Some giraffes are curious.,Some giraffes are not curious.,No giraffes are curious.,All giraffes are curious.,30,2
468,'Negate the statement: All narwhals are awesome.',Some narwhals are not awesome.,No narwhals are awesome.,Some narwhals are awesome.,All narwhals are awesome.,30,1
469,'Negate the statement: Some owls are not outgoing.',Some owls are outgoing.,All owls are outgoing.,No owls are outgoing.,Some owls are not outgoing.,30,2
470,'Negate the statement: Some owls are blue.',All owls are blue.,Some owls are blue.,No owls are blue.,Some owls are not blue.,30,3
471,'Negate the statement: Some mice are curious.',Some mice are not curious.,Some mice are curious.,All mice are curious.,No mice are curious.,30,4
472,'Negate the statement: Some insects are red.',All insects are red.,Some insects are not red.,No insects are red.,Some insects are red.,30,3
473,'Negate the statement: Some apples are not menacing.',Some apples are menacing.,All apples are menacing.,No apples are menacing.,Some apples are not menacing.,30,2
474,'Negate the statement: Some narwhals are violent.',All narwhals are violent.,Some narwhals are not violent.,No narwhals are violent.,Some narwhals are violent.,30,3
475,'Negate the statement: Some umbrellas are not umpires.',All umbrellas are umpires.,Some umbrellas are umpires.,Some umbrellas are not umpires.,No umbrellas are umpires.,30,1
476,'Negate the statement: Some elephants are not green.',No elephants are green.,Some elephants are green.,All elephants are green.,Some elephants are not green.,30,3
477,'Negate the statement: Some bugs are umpires.',Some bugs are umpires.,All bugs are umpires.,Some bugs are not umpires.,No bugs are umpires.,30,4
478,'Negate the statement: Some jaguars are not curious.',Some jaguars are curious.,No jaguars are curious.,Some jaguars are not curious.,All jaguars are curious.,30,4
479,'Negate the statement: Some hawks are not zombies.',No hawks are zombies.,Some hawks are zombies.,All hawks are zombies.,Some hawks are not zombies.,30,3
480,'Negate the statement: Some zebras are zombies.',Some zebras are zombies.,All zebras are zombies.,No zebras are zombies.,Some zebras are not zombies.,30,3
481,'Negate the statement: No owls are killers.',Some owls are killers.,Some owls are not killers.,No owls are killers.,All owls are killers.,30,1
482,'Negate the statement: Some insects are not enigmatic.',Some insects are enigmatic.,Some insects are not enigmatic.,No insects are enigmatic.,All insects are enigmatic.,30,4
483,'Negate the statement: No llamas are menacing.',All llamas are menacing.,Some llamas are menacing.,Some llamas are not menacing.,No llamas are menacing.,30,2
484,'Negate the statement: All narwhals are lame.',All narwhals are lame.,No narwhals are lame.,Some narwhals are lame.,Some narwhals are not lame.,30,4
485,'Negate the statement: All tulips are green.',Some tulips are green.,Some tulips are not green.,No tulips are green.,All tulips are green.,30,2
486,'Negate the statement: Some hawks are not awesome.',Some hawks are awesome.,No hawks are awesome.,All hawks are awesome.,Some hawks are not awesome.,30,3
487,'Negate the statement: Some narwhals are red.',All narwhals are red.,Some narwhals are red.,Some narwhals are not red.,No narwhals are red.,30,4
488,'Negate the statement: Some owls are green.',Some owls are green.,Some owls are not green.,All owls are green.,No owls are green.,30,4
489,'Negate the statement: Some kangaroos are not enigmatic.',All kangaroos are enigmatic.,Some kangaroos are enigmatic.,No kangaroos are enigmatic.,Some kangaroos are not enigmatic.,30,1
490,'Negate the statement: All quokkas are xenophobic.',Some quokkas are not xenophobic.,Some quokkas are xenophobic.,All quokkas are xenophobic.,No quokkas are xenophobic.,30,1
491,'Negate the statement: No tulips are menacing.',No tulips are menacing.,Some tulips are menacing.,All tulips are menacing.,Some tulips are not menacing.,30,2
492,'Negate the statement: Some hawks are not dangerous.',Some hawks are not dangerous.,Some hawks are dangerous.,All hawks are dangerous.,No hawks are dangerous.,30,3
493,'Negate the statement: No tulips are jealous.',No tulips are jealous.,Some tulips are jealous.,All tulips are jealous.,Some tulips are not jealous.,30,2
494,'Negate the statement: All bugs are happy.',No bugs are happy.,Some bugs are happy.,Some bugs are not happy.,All bugs are happy.,30,3
495,'Negate the statement: Some violins are yellow.',Some violins are not yellow.,All violins are yellow.,Some violins are yellow.,No violins are yellow.,30,4
496,'Negate the statement: Some mice are furious.',All mice are furious.,No mice are furious.,Some mice are furious.,Some mice are not furious.,30,2
497,'Negate the statement: Some jaguars are transient.',No jaguars are transient.,Some jaguars are transient.,All jaguars are transient.,Some jaguars are not transient.,30,1
498,'Negate the statement: Some jaguars are killers.',No jaguars are killers.,Some jaguars are not killers.,All jaguars are killers.,Some jaguars are killers.,30,1
499,'Negate the statement: All kangaroos are transient.',Some kangaroos are not transient.,Some kangaroos are transient.,No kangaroos are transient.,All kangaroos are transient.,30,1
500,'Negate the statement: Some jaguars are pious.',Some jaguars are pious.,All jaguars are pious.,No jaguars are pious.,Some jaguars are not pious.,30,3
501,'Negate the statement: Some owls are pious.',All owls are pious.,Some owls are pious.,No owls are pious.,Some owls are not pious.,30,3
502,'Negate the statement: Some bugs are not curious.',No bugs are curious.,All bugs are curious.,Some bugs are not curious.,Some bugs are curious.,30,2
503,'Negate the statement: Some hawks are not outgoing.',Some hawks are outgoing.,All hawks are outgoing.,Some hawks are not outgoing.,No hawks are outgoing.,30,2
504,'Negate the statement: Some apples are not violent.',Some apples are violent.,No apples are violent.,All apples are violent.,Some apples are not violent.,30,3
505,'Negate the statement: Some whales are green.',All whales are green.,Some whales are green.,Some whales are not green.,No whales are green.,30,4
506,'Negate the statement: All xylophones are xenophobic.',No xylophones are xenophobic.,Some xylophones are xenophobic.,Some xylophones are not xenophobic.,All xylophones are xenophobic.,30,3
507,'Negate the statement: No whales are yellow.',No whales are yellow.,Some whales are not yellow.,All whales are yellow.,Some whales are yellow.,30,4
508,'Negate the statement: All narwhals are yellow.',All narwhals are yellow.,Some narwhals are not yellow.,Some narwhals are yellow.,No narwhals are yellow.,30,2
509,'Negate the statement: Some elephants are weak.',Some elephants are weak.,No elephants are weak.,All elephants are weak.,Some elephants are not weak.,30,2
510,'Negate the statement: No ponies are umpires.',Some ponies are not umpires.,Some ponies are umpires.,No ponies are umpires.,All ponies are umpires.,30,2
511,'Negate the statement: All llamas are red.',No llamas are red.,Some llamas are not red.,All llamas are red.,Some llamas are red.,30,2
512,'Negate the statement: No violins are indigo.',All violins are indigo.,Some violins are indigo.,Some violins are not indigo.,No violins are indigo.,30,2
513,'Negate the statement: Some bugs are furious.',Some bugs are not furious.,Some bugs are furious.,No bugs are furious.,All bugs are furious.,30,3
514,'Negate the statement: Some insects are dangerous.',Some insects are not dangerous.,All insects are dangerous.,No insects are dangerous.,Some insects are dangerous.,30,3
515,'Negate the statement: No cats are pious.',Some cats are not pious.,All cats are pious.,Some cats are pious.,No cats are pious.,30,3
516,'Negate the statement: No giraffes are furious.',Some giraffes are furious.,No giraffes are furious.,All giraffes are furious.,Some giraffes are not furious.,30,1
517,'Negate the statement: Some violins are not weak.',Some violins are not weak.,All violins are weak.,Some violins are weak.,No violins are weak.,30,2
518,'Negate the statement: Some ponies are furious.',All ponies are furious.,Some ponies are not furious.,No ponies are furious.,Some ponies are furious.,30,3
519,'Negate the statement: All quokkas are enigmatic.',Some quokkas are not enigmatic.,All quokkas are enigmatic.,Some quokkas are enigmatic.,No quokkas are enigmatic.,30,1
520,'Negate the statement: Some kangaroos are lame.',All kangaroos are lame.,No kangaroos are lame.,Some kangaroos are not lame.,Some kangaroos are lame.,30,2
521,'Negate the statement: All ponies are outgoing.',Some ponies are outgoing.,No ponies are outgoing.,All ponies are outgoing.,Some ponies are not outgoing.,30,4
522,'Negate the statement: No snakes are happy.',No snakes are happy.,Some snakes are happy.,All snakes are happy.,Some snakes are not happy.,30,2
523,'Negate the statement: All owls are yellow.',Some owls are not yellow.,No owls are yellow.,Some owls are yellow.,All owls are yellow.,30,1
524,'Negate the statement: All owls are sly.',No owls are sly.,All owls are sly.,Some owls are not sly.,Some owls are sly.,30,3
525,'Negate the statement: No kangaroos are zombies.',Some kangaroos are zombies.,All kangaroos are zombies.,No kangaroos are zombies.,Some kangaroos are not zombies.,30,1
526,'Negate the statement: No insects are killers.',Some insects are killers.,Some insects are not killers.,No insects are killers.,All insects are killers.,30,1
527,'Negate the statement: Some whales are xenophobic.',Some whales are xenophobic.,No whales are xenophobic.,Some whales are not xenophobic.,All whales are xenophobic.,30,2
528,'Negate the statement: All tulips are queens.',No tulips are queens.,Some tulips are not queens.,Some tulips are queens.,All tulips are queens.,30,2
529,'Negate the statement: No flowers are umpires.',All flowers are umpires.,No flowers are umpires.,Some flowers are umpires.,Some flowers are not umpires.,30,3
530,'Negate the statement: Some insects are not zombies.',No insects are zombies.,Some insects are zombies.,Some insects are not zombies.,All insects are zombies.,30,4
531,'Negate the statement: Some jaguars are not zombies.',Some jaguars are zombies.,Some jaguars are not zombies.,All jaguars are zombies.,No jaguars are zombies.,30,3
532,'Negate the statement: Some snakes are awesome.',Some snakes are not awesome.,All snakes are awesome.,No snakes are awesome.,Some snakes are awesome.,30,3
533,'Negate the statement: Some narwhals are not weak.',Some narwhals are weak.,Some narwhals are not weak.,All narwhals are weak.,No narwhals are weak.,30,3
534,'Negate the statement: All bugs are enigmatic.',Some bugs are enigmatic.,No bugs are enigmatic.,Some bugs are not enigmatic.,All bugs are enigmatic.,30,3
535,'Negate the statement: Some giraffes are not yellow.',Some giraffes are not yellow.,No giraffes are yellow.,Some giraffes are yellow.,All giraffes are yellow.,30,4
536,'Negate the statement: Some elephants are xenophobic.',Some elephants are xenophobic.,All elephants are xenophobic.,No elephants are xenophobic.,Some elephants are not xenophobic.,30,3
537,'Negate the statement: No insects are xenophobic.',All insects are xenophobic.,Some insects are xenophobic.,Some insects are not xenophobic.,No insects are xenophobic.,30,2
538,'Negate the statement: All elephants are awesome.',Some elephants are awesome.,All elephants are awesome.,Some elephants are not awesome.,No elephants are awesome.,30,3
539,'Negate the statement: Some flowers are queens.',All flowers are queens.,Some flowers are not queens.,Some flowers are queens.,No flowers are queens.,30,4
540,'Negate the statement: No tulips are green.',Some tulips are not green.,No tulips are green.,All tulips are green.,Some tulips are green.,30,4
541,'Negate the statement: Some dogs are dangerous.',Some dogs are not dangerous.,All dogs are dangerous.,No dogs are dangerous.,Some dogs are dangerous.,30,3
542,'Negate the statement: No violins are awesome.',Some violins are awesome.,All violins are awesome.,No violins are awesome.,Some violins are not awesome.,30,1
543,'Negate the statement: Some snakes are not killers.',No snakes are killers.,Some snakes are killers.,Some snakes are not killers.,All snakes are killers.,30,4
544,'Negate the statement: Some zebras are curious.',No zebras are curious.,Some zebras are not curious.,Some zebras are curious.,All zebras are curious.,30,1
545,'Negate the statement: Some cats are killers.',All cats are killers.,No cats are killers.,Some cats are not killers.,Some cats are killers.,30,2
546,'Negate the statement: Some jaguars are not yellow.',Some jaguars are yellow.,No jaguars are yellow.,All jaguars are yellow.,Some jaguars are not yellow.,30,3
547,'Negate the statement: Some insects are not sly.',All insects are sly.,Some insects are sly.,Some insects are not sly.,No insects are sly.,30,1
548,'Negate the statement: Some zebras are not furious.',All zebras are furious.,Some zebras are not furious.,No zebras are furious.,Some zebras are furious.,30,1
549,'Negate the statement: Some tulips are not jealous.',No tulips are jealous.,Some tulips are not jealous.,All tulips are jealous.,Some tulips are jealous.,30,3
550,'Negate the statement: Some insects are awesome.',All insects are awesome.,Some insects are awesome.,Some insects are not awesome.,No insects are awesome.,30,4
551,'Negate the statement: Some quokkas are not pious.',Some quokkas are not pious.,Some quokkas are pious.,All quokkas are pious.,No quokkas are pious.,30,3
552,'Negate the statement: Some hawks are not blue.',No hawks are blue.,Some hawks are blue.,All hawks are blue.,Some hawks are not blue.,30,3
553,'Negate the statement: All apples are killers.',Some apples are not killers.,All apples are killers.,No apples are killers.,Some apples are killers.,30,1
554,'Negate the statement: No kangaroos are lame.',No kangaroos are lame.,All kangaroos are lame.,Some kangaroos are lame.,Some kangaroos are not lame.,30,3
555,'Negate the statement: Some xylophones are not umpires.',Some xylophones are umpires.,Some xylophones are not umpires.,No xylophones are umpires.,All xylophones are umpires.,30,4
556,'Negate the statement: All violins are blue.',All violins are blue.,No violins are blue.,Some violins are not blue.,Some violins are blue.,30,3
557,'Negate the statement: Some ponies are sly.',Some ponies are not sly.,All ponies are sly.,Some ponies are sly.,No ponies are sly.,30,4
558,'Negate the statement: Some elephants are furious.',All elephants are furious.,Some elephants are furious.,No elephants are furious.,Some elephants are not furious.,30,3
559,'Negate the statement: No snakes are queens.',Some snakes are queens.,No snakes are queens.,All snakes are queens.,Some snakes are not queens.,30,1
560,'Negate the statement: Some umbrellas are umpires.',All umbrellas are umpires.,Some umbrellas are not umpires.,Some umbrellas are umpires.,No umbrellas are umpires.,30,4
561,'Negate the statement: Some jaguars are yellow.',No jaguars are yellow.,Some jaguars are yellow.,Some jaguars are not yellow.,All jaguars are yellow.,30,1
562,'Negate the statement: All xylophones are enigmatic.',Some xylophones are not enigmatic.,All xylophones are enigmatic.,No xylophones are enigmatic.,Some xylophones are enigmatic.,30,1
563,'Negate the statement: Some kangaroos are killers.',Some kangaroos are not killers.,Some kangaroos are killers.,All kangaroos are killers.,No kangaroos are killers.,30,4
564,'Negate the statement: Some llamas are green.',Some llamas are green.,No llamas are green.,All llamas are green.,Some llamas are not green.,30,2
565,'Negate the statement: No insects are blue.',Some insects are blue.,All insects are blue.,No insects are blue.,Some insects are not blue.,30,1
566,'Negate the statement: All dogs are lame.',Some dogs are lame.,No dogs are lame.,All dogs are lame.,Some dogs are not lame.,30,4
567,'Negate the statement: Some llamas are curious.',Some llamas are not curious.,All llamas are curious.,Some llamas are curious.,No llamas are curious.,30,4
568,'Negate the statement: Some bugs are not blue.',All bugs are blue.,Some bugs are not blue.,No bugs are blue.,Some bugs are blue.,30,1
569,'Negate the statement: Some violins are outgoing.',All violins are outgoing.,Some violins are outgoing.,Some violins are not outgoing.,No violins are outgoing.,30,4
570,'Negate the statement: No cats are queens.',All cats are queens.,Some cats are not queens.,Some cats are queens.,No cats are queens.,30,3
571,'Negate the statement: No snakes are enigmatic.',Some snakes are not enigmatic.,Some snakes are enigmatic.,All snakes are enigmatic.,No snakes are enigmatic.,30,2
572,'Negate the statement: Some xylophones are pious.',Some xylophones are not pious.,All xylophones are pious.,Some xylophones are pious.,No xylophones are pious.,30,4
573,'Negate the statement: No tulips are sly.',No tulips are sly.,All tulips are sly.,Some tulips are not sly.,Some tulips are sly.,30,4
574,'Negate the statement: All flowers are lame.',Some flowers are lame.,Some flowers are not lame.,No flowers are lame.,All flowers are lame.,30,2
575,'Negate the statement: Some bugs are not blue.',Some bugs are blue.,Some bugs are not blue.,All bugs are blue.,No bugs are blue.,30,3
576,'Negate the statement: Some owls are curious.',All owls are curious.,Some owls are curious.,No owls are curious.,Some owls are not curious.,30,3
577,'Negate the statement: All ponies are menacing.',All ponies are menacing.,No ponies are menacing.,Some ponies are menacing.,Some ponies are not menacing.,30,4
578,'Negate the statement: All tulips are violent.',Some tulips are not violent.,Some tulips are violent.,No tulips are violent.,All tulips are violent.,30,1
579,'Negate the statement: Some tulips are not awesome.',Some tulips are not awesome.,No tulips are awesome.,Some tulips are awesome.,All tulips are awesome.,30,4
580,'Negate the statement: Some tulips are xenophobic.',Some tulips are xenophobic.,Some tulips are not xenophobic.,All tulips are xenophobic.,No tulips are xenophobic.,30,4
581,'Negate the statement: All whales are green.',No whales are green.,All whales are green.,Some whales are not green.,Some whales are green.,30,3
582,'Negate the statement: No dogs are nice.',Some dogs are not nice.,No dogs are nice.,All dogs are nice.,Some dogs are nice.,30,4
583,'Negate the statement: Some owls are not weak.',No owls are weak.,Some owls are not weak.,Some owls are weak.,All owls are weak.,30,4
584,'Negate the statement: All flowers are zombies.',Some flowers are not zombies.,Some flowers are zombies.,All flowers are zombies.,No flowers are zombies.,30,1
585,'Negate the statement: All whales are umpires.',All whales are umpires.,Some whales are umpires.,No whales are umpires.,Some whales are not umpires.,30,4
586,'Negate the statement: Some jaguars are not killers.',Some jaguars are killers.,Some jaguars are not killers.,All jaguars are killers.,No jaguars are killers.,30,3
587,'Negate the statement: No bugs are furious.',Some bugs are furious.,Some bugs are not furious.,No bugs are furious.,All bugs are furious.,30,1
588,'Negate the statement: No owls are curious.',All owls are curious.,Some owls are curious.,No owls are curious.,Some owls are not curious.,30,2
589,'Negate the statement: Some zebras are umpires.',No zebras are umpires.,Some zebras are not umpires.,All zebras are umpires.,Some zebras are umpires.,30,1
590,'Negate the statement: Some cats are not happy.',Some cats are happy.,No cats are happy.,All cats are happy.,Some cats are not happy.,30,3
591,'Negate the statement: Some jaguars are not enigmatic.',Some jaguars are not enigmatic.,No jaguars are enigmatic.,Some jaguars are enigmatic.,All jaguars are enigmatic.,30,4
592,'Negate the statement: No giraffes are pious.',All giraffes are pious.,No giraffes are pious.,Some giraffes are pious.,Some giraffes are not pious.,30,3
593,'Negate the statement: No mice are violent.',No mice are violent.,Some mice are violent.,Some mice are not violent.,All mice are violent.,30,2
594,'Negate the statement: Some whales are not weak.',Some whales are not weak.,No whales are weak.,Some whales are weak.,All whales are weak.,30,4
595,'Negate the statement: Some giraffes are not menacing.',All giraffes are menacing.,Some giraffes are not menacing.,Some giraffes are menacing.,No giraffes are menacing.,30,1
596,'Negate the statement: Some ponies are not umpires.',All ponies are umpires.,Some ponies are umpires.,Some ponies are not umpires.,No ponies are umpires.,30,1
597,'Negate the statement: Some narwhals are pious.',All narwhals are pious.,No narwhals are pious.,Some narwhals are not pious.,Some narwhals are pious.,30,2
598,'Negate the statement: Some llamas are jealous.',All llamas are jealous.,Some llamas are jealous.,No llamas are jealous.,Some llamas are not jealous.,30,3
599,'Negate the statement: All giraffes are enigmatic.',No giraffes are enigmatic.,Some giraffes are enigmatic.,All giraffes are enigmatic.,Some giraffes are not enigmatic.,30,4
600,'Negate the statement: All dogs are curious.',All dogs are curious.,Some dogs are curious.,No dogs are curious.,Some dogs are not curious.,30,4
601,'Negate the statement: Some flowers are not nice.',All flowers are nice.,Some flowers are not nice.,No flowers are nice.,Some flowers are nice.,30,1
602,'Negate the statement: All zebras are transient.',Some zebras are transient.,Some zebras are not transient.,No zebras are transient.,All zebras are transient.,30,2
603,'Negate the statement: No mice are happy.',Some mice are happy.,Some mice are not happy.,No mice are happy.,All mice are happy.,30,1
604,'Negate the statement: No flowers are blue.',Some flowers are not blue.,Some flowers are blue.,No flowers are blue.,All flowers are blue.,30,2
605,'Negate the statement: Some cats are not queens.',Some cats are queens.,No cats are queens.,Some cats are not queens.,All cats are queens.,30,4
606,'Negate the statement: Some llamas are not zombies.',Some llamas are zombies.,All llamas are zombies.,Some llamas are not zombies.,No llamas are zombies.,30,2
607,'Negate the statement: Some insects are killers.',No insects are killers.,Some insects are killers.,Some insects are not killers.,All insects are killers.,30,1
608,'Negate the statement: No flowers are outgoing.',No flowers are outgoing.,Some flowers are outgoing.,All flowers are outgoing.,Some flowers are not outgoing.,30,2
609,'Negate the statement: Some mice are not transient.',All mice are transient.,Some mice are not transient.,Some mice are transient.,No mice are transient.,30,1
610,'Negate the statement: All hawks are xenophobic.',No hawks are xenophobic.,All hawks are xenophobic.,Some hawks are xenophobic.,Some hawks are not xenophobic.,30,4
611,'Negate the statement: All tulips are killers.',Some tulips are not killers.,Some tulips are killers.,All tulips are killers.,No tulips are killers.,30,1
612,'Negate the statement: Some llamas are enigmatic.',Some llamas are not enigmatic.,All llamas are enigmatic.,Some llamas are enigmatic.,No llamas are enigmatic.,30,4
613,'Negate the statement: All tulips are xenophobic.',No tulips are xenophobic.,Some tulips are not xenophobic.,Some tulips are xenophobic.,All tulips are xenophobic.,30,2
614,'Negate the statement: Some insects are not green.',All insects are green.,No insects are green.,Some insects are green.,Some insects are not green.,30,1
615,'Negate the statement: Some cats are not pious.',Some cats are pious.,All cats are pious.,Some cats are not pious.,No cats are pious.,30,2
616,'Negate the statement: All hawks are indigo.',Some hawks are not indigo.,Some hawks are indigo.,All hawks are indigo.,No hawks are indigo.,30,1
617,'Negate the statement: Some owls are queens.',Some owls are queens.,Some owls are not queens.,All owls are queens.,No owls are queens.,30,4
618,'Negate the statement: Some kangaroos are not transient.',Some kangaroos are not transient.,No kangaroos are transient.,Some kangaroos are transient.,All kangaroos are transient.,30,4
619,'Negate the statement: Some xylophones are lame.',Some xylophones are not lame.,No xylophones are lame.,All xylophones are lame.,Some xylophones are lame.,30,2
620,'Negate the statement: Some tulips are menacing.',All tulips are menacing.,Some tulips are menacing.,Some tulips are not menacing.,No tulips are menacing.,30,4
621,'Negate the statement: All apples are yellow.',Some apples are yellow.,All apples are yellow.,No apples are yellow.,Some apples are not yellow.,30,4
622,'Negate the statement: Some dogs are not curious.',Some dogs are curious.,No dogs are curious.,Some dogs are not curious.,All dogs are curious.,30,4
623,'Negate the statement: All cats are yellow.',Some cats are not yellow.,No cats are yellow.,Some cats are yellow.,All cats are yellow.,30,1
624,'Negate the statement: Some giraffes are not pious.',All giraffes are pious.,Some giraffes are not pious.,Some giraffes are pious.,No giraffes are pious.,30,1
625,'Negate the statement: All apples are enigmatic.',Some apples are enigmatic.,Some apples are not enigmatic.,No apples are enigmatic.,All apples are enigmatic.,30,2
626,'Negate the statement: All dogs are red.',No dogs are red.,All dogs are red.,Some dogs are red.,Some dogs are not red.,30,4
627,'Negate the statement: Some llamas are lame.',Some llamas are lame.,All llamas are lame.,No llamas are lame.,Some llamas are not lame.,30,3
628,'Negate the statement: Some elephants are blue.',Some elephants are not blue.,No elephants are blue.,Some elephants are blue.,All elephants are blue.,30,2
629,'Negate the statement: Some flowers are umpires.',Some flowers are not umpires.,All flowers are umpires.,Some flowers are umpires.,No flowers are umpires.,30,4
630,'Negate the statement: Some owls are not awesome.',Some owls are awesome.,All owls are awesome.,Some owls are not awesome.,No owls are awesome.,30,2
631,'Negate the statement: No xylophones are xenophobic.',All xylophones are xenophobic.,Some xylophones are not xenophobic.,No xylophones are xenophobic.,Some xylophones are xenophobic.,30,4
632,'Negate the statement: No dogs are umpires.',Some dogs are umpires.,Some dogs are not umpires.,No dogs are umpires.,All dogs are umpires.,30,1
