"Blooket
Import Template",,,,,,,
421,'Negate the statement: Some umbrellas are not menacing.',All umbrellas are menacing.,No umbrellas are menacing.,Some umbrellas are menacing.,Some umbrellas are not menacing.,30,1
422,'Negate the statement: Some insects are violent.',No insects are violent.,Some insects are not violent.,All insects are violent.,Some insects are violent.,30,1
423,'Negate the statement: Some apples are not transient.',Some apples are transient.,All apples are transient.,Some apples are not transient.,No apples are transient.,30,2
424,'Negate the statement: No apples are nice.',Some apples are nice.,All apples are nice.,No apples are nice.,Some apples are not nice.,30,1
425,'Negate the statement: Some giraffes are umpires.',No giraffes are umpires.,Some giraffes are not umpires.,Some giraffes are umpires.,All giraffes are umpires.,30,1
426,'Negate the statement: No umbrellas are red.',Some umbrellas are not red.,All umbrellas are red.,No umbrellas are red.,Some umbrellas are red.,30,4
427,'Negate the statement: No narwhals are lame.',No narwhals are lame.,Some narwhals are not lame.,All narwhals are lame.,Some narwhals are lame.,30,4
428,'Negate the statement: All flowers are violent.',Some flowers are not violent.,Some flowers are violent.,All flowers are violent.,No flowers are violent.,30,1
429,'Negate the statement: Some mice are sly.',No mice are sly.,Some mice are sly.,All mice are sly.,Some mice are not sly.,30,1
430,'Negate the statement: Some apples are not zombies.',Some apples are zombies.,No apples are zombies.,Some apples are not zombies.,All apples are zombies.,30,4
431,'Negate the statement: All hawks are lame.',Some hawks are not lame.,Some hawks are lame.,All hawks are lame.,No hawks are lame.,30,1
432,'Negate the statement: Some tulips are green.',Some tulips are green.,No tulips are green.,All tulips are green.,Some tulips are not green.,30,2
433,'Negate the statement: Some giraffes are green.',All giraffes are green.,Some giraffes are not green.,Some giraffes are green.,No giraffes are green.,30,4
434,'Negate the statement: Some bugs are not lame.',All bugs are lame.,Some bugs are not lame.,No bugs are lame.,Some bugs are lame.,30,1
435,'Negate the statement: All owls are queens.',All owls are queens.,Some owls are not queens.,No owls are queens.,Some owls are queens.,30,2
436,'Negate the statement: All apples are indigo.',Some apples are indigo.,Some apples are not indigo.,No apples are indigo.,All apples are indigo.,30,2
437,'Negate the statement: Some llamas are nice.',Some llamas are not nice.,No llamas are nice.,All llamas are nice.,Some llamas are nice.,30,2
438,'Negate the statement: No giraffes are green.',All giraffes are green.,Some giraffes are green.,No giraffes are green.,Some giraffes are not green.,30,2
439,'Negate the statement: Some umbrellas are not happy.',Some umbrellas are happy.,All umbrellas are happy.,Some umbrellas are not happy.,No umbrellas are happy.,30,2
440,'Negate the statement: Some ponies are umpires.',Some ponies are not umpires.,No ponies are umpires.,Some ponies are umpires.,All ponies are umpires.,30,2
441,'Negate the statement: All xylophones are furious.',Some xylophones are not furious.,All xylophones are furious.,No xylophones are furious.,Some xylophones are furious.,30,1
442,'Negate the statement: No elephants are nice.',Some elephants are nice.,All elephants are nice.,No elephants are nice.,Some elephants are not nice.,30,1
443,'Negate the statement: No jaguars are blue.',All jaguars are blue.,Some jaguars are not blue.,No jaguars are blue.,Some jaguars are blue.,30,4
444,'Negate the statement: Some narwhals are queens.',Some narwhals are not queens.,Some narwhals are queens.,No narwhals are queens.,All narwhals are queens.,30,3
445,'Negate the statement: Some apples are menacing.',Some apples are not menacing.,No apples are menacing.,All apples are menacing.,Some apples are menacing.,30,2
446,'Negate the statement: Some whales are not weak.',All whales are weak.,No whales are weak.,Some whales are not weak.,Some whales are weak.,30,1
447,'Negate the statement: Some snakes are not indigo.',No snakes are indigo.,All snakes are indigo.,Some snakes are indigo.,Some snakes are not indigo.,30,2
448,'Negate the statement: No narwhals are jealous.',Some narwhals are jealous.,All narwhals are jealous.,Some narwhals are not jealous.,No narwhals are jealous.,30,1
449,'Negate the statement: Some mice are xenophobic.',Some mice are not xenophobic.,All mice are xenophobic.,Some mice are xenophobic.,No mice are xenophobic.,30,4
450,'Negate the statement: No jaguars are transient.',All jaguars are transient.,Some jaguars are not transient.,No jaguars are transient.,Some jaguars are transient.,30,4
451,'Negate the statement: All cats are menacing.',All cats are menacing.,Some cats are menacing.,Some cats are not menacing.,No cats are menacing.,30,3
452,'Negate the statement: All xylophones are weak.',All xylophones are weak.,No xylophones are weak.,Some xylophones are not weak.,Some xylophones are weak.,30,3
453,'Negate the statement: Some zebras are outgoing.',Some zebras are outgoing.,Some zebras are not outgoing.,No zebras are outgoing.,All zebras are outgoing.,30,3
454,'Negate the statement: No dogs are violent.',All dogs are violent.,No dogs are violent.,Some dogs are violent.,Some dogs are not violent.,30,3
455,'Negate the statement: No xylophones are enigmatic.',All xylophones are enigmatic.,Some xylophones are enigmatic.,No xylophones are enigmatic.,Some xylophones are not enigmatic.,30,2
456,'Negate the statement: Some whales are not violent.',Some whales are not violent.,No whales are violent.,All whales are violent.,Some whales are violent.,30,3
457,'Negate the statement: All snakes are transient.',Some snakes are transient.,All snakes are transient.,No snakes are transient.,Some snakes are not transient.,30,4
458,'Negate the statement: No cats are xenophobic.',Some cats are xenophobic.,All cats are xenophobic.,No cats are xenophobic.,Some cats are not xenophobic.,30,1
459,'Negate the statement: All bugs are lame.',Some bugs are lame.,All bugs are lame.,Some bugs are not lame.,No bugs are lame.,30,3
460,'Negate the statement: All quokkas are weak.',All quokkas are weak.,No quokkas are weak.,Some quokkas are weak.,Some quokkas are not weak.,30,4
461,'Negate the statement: Some insects are not outgoing.',No insects are outgoing.,Some insects are not outgoing.,Some insects are outgoing.,All insects are outgoing.,30,4
462,'Negate the statement: Some narwhals are not killers.',Some narwhals are not killers.,No narwhals are killers.,Some narwhals are killers.,All narwhals are killers.,30,4
463,'Negate the statement: Some hawks are not umpires.',All hawks are umpires.,No hawks are umpires.,Some hawks are not umpires.,Some hawks are umpires.,30,1
464,'Negate the statement: No giraffes are blue.',Some giraffes are not blue.,No giraffes are blue.,All giraffes are blue.,Some giraffes are blue.,30,4
465,'Negate the statement: No mice are blue.',Some mice are blue.,No mice are blue.,All mice are blue.,Some mice are not blue.,30,1
466,'Negate the statement: Some whales are not lame.',Some whales are lame.,Some whales are not lame.,No whales are lame.,All whales are lame.,30,4
467,'Negate the statement: All dogs are red.',All dogs are red.,Some dogs are red.,No dogs are red.,Some dogs are not red.,30,4
468,'Negate the statement: No jaguars are yellow.',Some jaguars are not yellow.,No jaguars are yellow.,All jaguars are yellow.,Some jaguars are yellow.,30,4
469,'Negate the statement: All umbrellas are lame.',Some umbrellas are lame.,Some umbrellas are not lame.,No umbrellas are lame.,All umbrellas are lame.,30,2
470,'Negate the statement: Some hawks are not happy.',No hawks are happy.,Some hawks are happy.,All hawks are happy.,Some hawks are not happy.,30,3
471,'Negate the statement: Some giraffes are outgoing.',Some giraffes are outgoing.,All giraffes are outgoing.,Some giraffes are not outgoing.,No giraffes are outgoing.,30,4
472,'Negate the statement: No narwhals are jealous.',Some narwhals are jealous.,No narwhals are jealous.,Some narwhals are not jealous.,All narwhals are jealous.,30,1
473,'Negate the statement: No bugs are green.',All bugs are green.,Some bugs are not green.,No bugs are green.,Some bugs are green.,30,4
474,'Negate the statement: No ponies are yellow.',Some ponies are yellow.,Some ponies are not yellow.,No ponies are yellow.,All ponies are yellow.,30,1
475,'Negate the statement: Some flowers are not nice.',Some flowers are not nice.,Some flowers are nice.,No flowers are nice.,All flowers are nice.,30,4
476,'Negate the statement: Some snakes are not zombies.',No snakes are zombies.,All snakes are zombies.,Some snakes are zombies.,Some snakes are not zombies.,30,2
477,'Negate the statement: Some narwhals are not queens.',Some narwhals are not queens.,All narwhals are queens.,Some narwhals are queens.,No narwhals are queens.,30,2
478,'Negate the statement: Some hawks are menacing.',Some hawks are menacing.,All hawks are menacing.,No hawks are menacing.,Some hawks are not menacing.,30,3
479,'Negate the statement: No xylophones are enigmatic.',All xylophones are enigmatic.,Some xylophones are not enigmatic.,Some xylophones are enigmatic.,No xylophones are enigmatic.,30,3
480,'Negate the statement: No hawks are dangerous.',Some hawks are dangerous.,Some hawks are not dangerous.,All hawks are dangerous.,No hawks are dangerous.,30,1
481,'Negate the statement: Some mice are not umpires.',Some mice are umpires.,All mice are umpires.,Some mice are not umpires.,No mice are umpires.,30,2
482,'Negate the statement: Some jaguars are lame.',All jaguars are lame.,No jaguars are lame.,Some jaguars are not lame.,Some jaguars are lame.,30,2
483,'Negate the statement: Some tulips are lame.',No tulips are lame.,Some tulips are not lame.,Some tulips are lame.,All tulips are lame.,30,1
484,'Negate the statement: Some quokkas are jealous.',Some quokkas are not jealous.,Some quokkas are jealous.,All quokkas are jealous.,No quokkas are jealous.,30,4
485,'Negate the statement: Some xylophones are nice.',Some xylophones are not nice.,Some xylophones are nice.,No xylophones are nice.,All xylophones are nice.,30,3
486,'Negate the statement: No ponies are furious.',Some ponies are furious.,Some ponies are not furious.,All ponies are furious.,No ponies are furious.,30,1
487,'Negate the statement: No flowers are awesome.',All flowers are awesome.,Some flowers are not awesome.,No flowers are awesome.,Some flowers are awesome.,30,4
488,'Negate the statement: No tulips are menacing.',All tulips are menacing.,No tulips are menacing.,Some tulips are not menacing.,Some tulips are menacing.,30,4
489,'Negate the statement: Some quokkas are not happy.',All quokkas are happy.,Some quokkas are not happy.,Some quokkas are happy.,No quokkas are happy.,30,1
490,'Negate the statement: Some flowers are not yellow.',No flowers are yellow.,Some flowers are yellow.,All flowers are yellow.,Some flowers are not yellow.,30,3
491,'Negate the statement: Some insects are not yellow.',All insects are yellow.,Some insects are yellow.,No insects are yellow.,Some insects are not yellow.,30,1
492,'Negate the statement: Some cats are sly.',Some cats are not sly.,Some cats are sly.,All cats are sly.,No cats are sly.,30,4
493,'Negate the statement: No tulips are furious.',All tulips are furious.,Some tulips are furious.,No tulips are furious.,Some tulips are not furious.,30,2
494,'Negate the statement: No llamas are xenophobic.',Some llamas are xenophobic.,All llamas are xenophobic.,Some llamas are not xenophobic.,No llamas are xenophobic.,30,1
495,'Negate the statement: No quokkas are sly.',No quokkas are sly.,All quokkas are sly.,Some quokkas are sly.,Some quokkas are not sly.,30,3
496,'Negate the statement: Some violins are happy.',No violins are happy.,All violins are happy.,Some violins are not happy.,Some violins are happy.,30,1
497,'Negate the statement: All whales are yellow.',Some whales are yellow.,All whales are yellow.,Some whales are not yellow.,No whales are yellow.,30,3
498,'Negate the statement: No mice are blue.',Some mice are not blue.,All mice are blue.,Some mice are blue.,No mice are blue.,30,3
499,'Negate the statement: No narwhals are sly.',Some narwhals are not sly.,Some narwhals are sly.,No narwhals are sly.,All narwhals are sly.,30,2
500,'Negate the statement: Some elephants are killers.',Some elephants are killers.,Some elephants are not killers.,All elephants are killers.,No elephants are killers.,30,4
501,'Negate the statement: No tulips are happy.',No tulips are happy.,Some tulips are happy.,All tulips are happy.,Some tulips are not happy.,30,2
502,'Negate the statement: Some narwhals are not indigo.',All narwhals are indigo.,No narwhals are indigo.,Some narwhals are indigo.,Some narwhals are not indigo.,30,1
503,'Negate the statement: No flowers are pious.',Some flowers are pious.,No flowers are pious.,Some flowers are not pious.,All flowers are pious.,30,1
504,'Negate the statement: Some ponies are not happy.',Some ponies are happy.,No ponies are happy.,Some ponies are not happy.,All ponies are happy.,30,4
505,'Negate the statement: All narwhals are green.',Some narwhals are green.,Some narwhals are not green.,All narwhals are green.,No narwhals are green.,30,2
506,'Negate the statement: No zebras are lame.',Some zebras are not lame.,Some zebras are lame.,All zebras are lame.,No zebras are lame.,30,2
507,'Negate the statement: No umbrellas are dangerous.',Some umbrellas are dangerous.,Some umbrellas are not dangerous.,All umbrellas are dangerous.,No umbrellas are dangerous.,30,1
508,'Negate the statement: All tulips are red.',Some tulips are red.,No tulips are red.,Some tulips are not red.,All tulips are red.,30,3
509,'Negate the statement: Some owls are awesome.',Some owls are not awesome.,All owls are awesome.,No owls are awesome.,Some owls are awesome.,30,3
510,'Negate the statement: Some hawks are not xenophobic.',Some hawks are not xenophobic.,Some hawks are xenophobic.,No hawks are xenophobic.,All hawks are xenophobic.,30,4
511,'Negate the statement: No owls are yellow.',Some owls are yellow.,Some owls are not yellow.,No owls are yellow.,All owls are yellow.,30,1
512,'Negate the statement: Some zebras are red.',Some zebras are red.,No zebras are red.,All zebras are red.,Some zebras are not red.,30,2
513,'Negate the statement: No zebras are happy.',Some zebras are not happy.,No zebras are happy.,All zebras are happy.,Some zebras are happy.,30,4
514,'Negate the statement: No cats are red.',Some cats are red.,Some cats are not red.,All cats are red.,No cats are red.,30,1
515,'Negate the statement: All snakes are sly.',All snakes are sly.,Some snakes are sly.,No snakes are sly.,Some snakes are not sly.,30,4
516,'Negate the statement: All hawks are red.',Some hawks are red.,Some hawks are not red.,No hawks are red.,All hawks are red.,30,2
517,'Negate the statement: Some umbrellas are not umpires.',Some umbrellas are not umpires.,Some umbrellas are umpires.,All umbrellas are umpires.,No umbrellas are umpires.,30,3
518,'Negate the statement: All cats are awesome.',No cats are awesome.,All cats are awesome.,Some cats are not awesome.,Some cats are awesome.,30,3
519,'Negate the statement: Some umbrellas are jealous.',Some umbrellas are jealous.,All umbrellas are jealous.,Some umbrellas are not jealous.,No umbrellas are jealous.,30,4
520,'Negate the statement: All tulips are xenophobic.',All tulips are xenophobic.,Some tulips are xenophobic.,Some tulips are not xenophobic.,No tulips are xenophobic.,30,3
521,'Negate the statement: No zebras are blue.',All zebras are blue.,Some zebras are not blue.,No zebras are blue.,Some zebras are blue.,30,4
522,'Negate the statement: Some cats are not green.',Some cats are green.,Some cats are not green.,No cats are green.,All cats are green.,30,4
523,'Negate the statement: Some apples are sly.',Some apples are sly.,Some apples are not sly.,All apples are sly.,No apples are sly.,30,4
524,'Negate the statement: No snakes are enigmatic.',Some snakes are not enigmatic.,No snakes are enigmatic.,Some snakes are enigmatic.,All snakes are enigmatic.,30,3
525,'Negate the statement: No zebras are xenophobic.',No zebras are xenophobic.,Some zebras are not xenophobic.,Some zebras are xenophobic.,All zebras are xenophobic.,30,3
526,'Negate the statement: All flowers are zombies.',Some flowers are zombies.,Some flowers are not zombies.,No flowers are zombies.,All flowers are zombies.,30,2
527,'Negate the statement: No bugs are jealous.',Some bugs are not jealous.,All bugs are jealous.,Some bugs are jealous.,No bugs are jealous.,30,3
528,'Negate the statement: No mice are lame.',No mice are lame.,Some mice are not lame.,All mice are lame.,Some mice are lame.,30,4
529,'Negate the statement: No kangaroos are weak.',No kangaroos are weak.,Some kangaroos are not weak.,All kangaroos are weak.,Some kangaroos are weak.,30,4
530,'Negate the statement: Some narwhals are outgoing.',No narwhals are outgoing.,Some narwhals are outgoing.,Some narwhals are not outgoing.,All narwhals are outgoing.,30,1
531,'Negate the statement: All cats are red.',Some cats are red.,All cats are red.,Some cats are not red.,No cats are red.,30,3
532,'Negate the statement: Some whales are zombies.',All whales are zombies.,Some whales are not zombies.,No whales are zombies.,Some whales are zombies.,30,3
533,'Negate the statement: Some xylophones are not menacing.',Some xylophones are menacing.,All xylophones are menacing.,Some xylophones are not menacing.,No xylophones are menacing.,30,2
534,'Negate the statement: All bugs are transient.',Some bugs are transient.,Some bugs are not transient.,All bugs are transient.,No bugs are transient.,30,2
535,'Negate the statement: Some bugs are nice.',All bugs are nice.,No bugs are nice.,Some bugs are nice.,Some bugs are not nice.,30,2
536,'Negate the statement: No mice are nice.',Some mice are nice.,Some mice are not nice.,All mice are nice.,No mice are nice.,30,1
537,'Negate the statement: All umbrellas are blue.',Some umbrellas are not blue.,All umbrellas are blue.,No umbrellas are blue.,Some umbrellas are blue.,30,1
538,'Negate the statement: No snakes are sly.',Some snakes are sly.,All snakes are sly.,No snakes are sly.,Some snakes are not sly.,30,1
539,'Negate the statement: Some apples are queens.',Some apples are queens.,No apples are queens.,Some apples are not queens.,All apples are queens.,30,2
540,'Negate the statement: Some hawks are not transient.',Some hawks are not transient.,Some hawks are transient.,No hawks are transient.,All hawks are transient.,30,4
541,'Negate the statement: All ponies are green.',All ponies are green.,No ponies are green.,Some ponies are green.,Some ponies are not green.,30,4
542,'Negate the statement: All apples are weak.',No apples are weak.,Some apples are weak.,All apples are weak.,Some apples are not weak.,30,4
543,'Negate the statement: Some ponies are not green.',Some ponies are not green.,Some ponies are green.,All ponies are green.,No ponies are green.,30,3
544,'Negate the statement: Some quokkas are enigmatic.',Some quokkas are not enigmatic.,All quokkas are enigmatic.,Some quokkas are enigmatic.,No quokkas are enigmatic.,30,4
545,'Negate the statement: Some jaguars are furious.',Some jaguars are furious.,Some jaguars are not furious.,No jaguars are furious.,All jaguars are furious.,30,3
546,'Negate the statement: Some elephants are curious.',Some elephants are not curious.,Some elephants are curious.,All elephants are curious.,No elephants are curious.,30,4
547,'Negate the statement: Some violins are jealous.',Some violins are not jealous.,Some violins are jealous.,No violins are jealous.,All violins are jealous.,30,3
548,'Negate the statement: Some kangaroos are not queens.',Some kangaroos are queens.,No kangaroos are queens.,All kangaroos are queens.,Some kangaroos are not queens.,30,3
549,'Negate the statement: No jaguars are furious.',No jaguars are furious.,Some jaguars are not furious.,Some jaguars are furious.,All jaguars are furious.,30,3
550,'Negate the statement: Some umbrellas are not weak.',No umbrellas are weak.,Some umbrellas are weak.,Some umbrellas are not weak.,All umbrellas are weak.,30,4
551,'Negate the statement: All hawks are killers.',All hawks are killers.,Some hawks are not killers.,No hawks are killers.,Some hawks are killers.,30,2
552,'Negate the statement: Some tulips are outgoing.',Some tulips are not outgoing.,No tulips are outgoing.,Some tulips are outgoing.,All tulips are outgoing.,30,2
553,'Negate the statement: All llamas are weak.',No llamas are weak.,All llamas are weak.,Some llamas are weak.,Some llamas are not weak.,30,4
554,'Negate the statement: No whales are outgoing.',Some whales are not outgoing.,Some whales are outgoing.,No whales are outgoing.,All whales are outgoing.,30,2
555,'Negate the statement: Some owls are not yellow.',Some owls are yellow.,No owls are yellow.,Some owls are not yellow.,All owls are yellow.,30,4
556,'Negate the statement: No zebras are zombies.',No zebras are zombies.,Some zebras are not zombies.,All zebras are zombies.,Some zebras are zombies.,30,4
557,'Negate the statement: No insects are enigmatic.',No insects are enigmatic.,All insects are enigmatic.,Some insects are not enigmatic.,Some insects are enigmatic.,30,4
558,'Negate the statement: Some flowers are pious.',Some flowers are not pious.,Some flowers are pious.,All flowers are pious.,No flowers are pious.,30,4
559,'Negate the statement: Some cats are not curious.',No cats are curious.,Some cats are not curious.,All cats are curious.,Some cats are curious.,30,3
560,'Negate the statement: Some jaguars are not furious.',Some jaguars are not furious.,Some jaguars are furious.,All jaguars are furious.,No jaguars are furious.,30,3
561,'Negate the statement: Some jaguars are not umpires.',Some jaguars are umpires.,No jaguars are umpires.,Some jaguars are not umpires.,All jaguars are umpires.,30,4
562,'Negate the statement: All snakes are dangerous.',Some snakes are dangerous.,No snakes are dangerous.,All snakes are dangerous.,Some snakes are not dangerous.,30,4
563,'Negate the statement: No umbrellas are zombies.',No umbrellas are zombies.,Some umbrellas are zombies.,Some umbrellas are not zombies.,All umbrellas are zombies.,30,2
564,'Negate the statement: All flowers are curious.',Some flowers are curious.,Some flowers are not curious.,No flowers are curious.,All flowers are curious.,30,2
565,'Negate the statement: All flowers are furious.',All flowers are furious.,No flowers are furious.,Some flowers are not furious.,Some flowers are furious.,30,3
566,'Negate the statement: All cats are blue.',Some cats are not blue.,All cats are blue.,No cats are blue.,Some cats are blue.,30,1
567,'Negate the statement: No quokkas are red.',All quokkas are red.,Some quokkas are not red.,No quokkas are red.,Some quokkas are red.,30,4
568,'Negate the statement: Some insects are not red.',Some insects are not red.,Some insects are red.,No insects are red.,All insects are red.,30,4
569,'Negate the statement: Some bugs are not blue.',All bugs are blue.,Some bugs are blue.,No bugs are blue.,Some bugs are not blue.,30,1
570,'Negate the statement: All apples are umpires.',Some apples are umpires.,All apples are umpires.,No apples are umpires.,Some apples are not umpires.,30,4
571,'Negate the statement: Some ponies are transient.',Some ponies are transient.,All ponies are transient.,No ponies are transient.,Some ponies are not transient.,30,3
572,'Negate the statement: Some hawks are violent.',All hawks are violent.,Some hawks are violent.,Some hawks are not violent.,No hawks are violent.,30,4
573,'Negate the statement: Some zebras are red.',No zebras are red.,Some zebras are not red.,Some zebras are red.,All zebras are red.,30,1
574,'Negate the statement: Some dogs are not awesome.',No dogs are awesome.,All dogs are awesome.,Some dogs are awesome.,Some dogs are not awesome.,30,2
575,'Negate the statement: No dogs are violent.',No dogs are violent.,Some dogs are not violent.,Some dogs are violent.,All dogs are violent.,30,3
576,'Negate the statement: Some mice are zombies.',Some mice are zombies.,Some mice are not zombies.,No mice are zombies.,All mice are zombies.,30,3
577,'Negate the statement: All bugs are curious.',All bugs are curious.,Some bugs are not curious.,Some bugs are curious.,No bugs are curious.,30,2
578,'Negate the statement: No dogs are nice.',All dogs are nice.,No dogs are nice.,Some dogs are nice.,Some dogs are not nice.,30,3
579,'Negate the statement: All hawks are dangerous.',All hawks are dangerous.,No hawks are dangerous.,Some hawks are not dangerous.,Some hawks are dangerous.,30,3
580,'Negate the statement: Some mice are menacing.',All mice are menacing.,Some mice are menacing.,Some mice are not menacing.,No mice are menacing.,30,4
581,'Negate the statement: No giraffes are violent.',No giraffes are violent.,All giraffes are violent.,Some giraffes are not violent.,Some giraffes are violent.,30,4
582,'Negate the statement: No quokkas are zombies.',Some quokkas are zombies.,No quokkas are zombies.,All quokkas are zombies.,Some quokkas are not zombies.,30,1
583,'Negate the statement: Some apples are jealous.',No apples are jealous.,Some apples are jealous.,Some apples are not jealous.,All apples are jealous.,30,1
584,'Negate the statement: No mice are blue.',No mice are blue.,All mice are blue.,Some mice are not blue.,Some mice are blue.,30,4
585,'Negate the statement: No dogs are green.',All dogs are green.,Some dogs are not green.,Some dogs are green.,No dogs are green.,30,3
586,'Negate the statement: No hawks are yellow.',No hawks are yellow.,Some hawks are yellow.,All hawks are yellow.,Some hawks are not yellow.,30,2
587,'Negate the statement: Some owls are not dangerous.',No owls are dangerous.,Some owls are not dangerous.,Some owls are dangerous.,All owls are dangerous.,30,4
588,'Negate the statement: No kangaroos are yellow.',Some kangaroos are not yellow.,All kangaroos are yellow.,No kangaroos are yellow.,Some kangaroos are yellow.,30,4
589,'Negate the statement: Some kangaroos are yellow.',All kangaroos are yellow.,Some kangaroos are not yellow.,No kangaroos are yellow.,Some kangaroos are yellow.,30,3
590,'Negate the statement: Some giraffes are weak.',All giraffes are weak.,No giraffes are weak.,Some giraffes are not weak.,Some giraffes are weak.,30,2
591,'Negate the statement: No narwhals are red.',Some narwhals are not red.,Some narwhals are red.,All narwhals are red.,No narwhals are red.,30,2
592,'Negate the statement: All xylophones are green.',All xylophones are green.,Some xylophones are green.,Some xylophones are not green.,No xylophones are green.,30,3
593,'Negate the statement: Some llamas are menacing.',Some llamas are menacing.,All llamas are menacing.,Some llamas are not menacing.,No llamas are menacing.,30,4
594,'Negate the statement: All giraffes are queens.',Some giraffes are queens.,All giraffes are queens.,No giraffes are queens.,Some giraffes are not queens.,30,4
595,'Negate the statement: No cats are lame.',Some cats are lame.,Some cats are not lame.,No cats are lame.,All cats are lame.,30,1
596,'Negate the statement: Some owls are not outgoing.',All owls are outgoing.,Some owls are not outgoing.,No owls are outgoing.,Some owls are outgoing.,30,1
597,'Negate the statement: Some ponies are menacing.',All ponies are menacing.,Some ponies are menacing.,No ponies are menacing.,Some ponies are not menacing.,30,3
598,'Negate the statement: All tulips are curious.',All tulips are curious.,Some tulips are not curious.,No tulips are curious.,Some tulips are curious.,30,2
599,'Negate the statement: Some xylophones are outgoing.',All xylophones are outgoing.,No xylophones are outgoing.,Some xylophones are outgoing.,Some xylophones are not outgoing.,30,2
600,'Negate the statement: Some narwhals are not killers.',Some narwhals are killers.,Some narwhals are not killers.,All narwhals are killers.,No narwhals are killers.,30,3
601,'Negate the statement: All cats are red.',Some cats are not red.,Some cats are red.,All cats are red.,No cats are red.,30,1
602,'Negate the statement: No whales are weak.',No whales are weak.,All whales are weak.,Some whales are weak.,Some whales are not weak.,30,3
603,'Negate the statement: Some flowers are not pious.',Some flowers are pious.,Some flowers are not pious.,All flowers are pious.,No flowers are pious.,30,3
604,'Negate the statement: Some kangaroos are not indigo.',Some kangaroos are indigo.,All kangaroos are indigo.,No kangaroos are indigo.,Some kangaroos are not indigo.,30,2
605,'Negate the statement: Some apples are not umpires.',Some apples are not umpires.,No apples are umpires.,All apples are umpires.,Some apples are umpires.,30,3
606,'Negate the statement: Some jaguars are zombies.',Some jaguars are zombies.,Some jaguars are not zombies.,No jaguars are zombies.,All jaguars are zombies.,30,3
607,'Negate the statement: Some violins are happy.',No violins are happy.,All violins are happy.,Some violins are not happy.,Some violins are happy.,30,1
608,'Negate the statement: Some hawks are not lame.',All hawks are lame.,Some hawks are lame.,Some hawks are not lame.,No hawks are lame.,30,1
609,'Negate the statement: Some dogs are violent.',Some dogs are not violent.,All dogs are violent.,No dogs are violent.,Some dogs are violent.,30,3
610,'Negate the statement: Some elephants are lame.',Some elephants are not lame.,Some elephants are lame.,All elephants are lame.,No elephants are lame.,30,4
611,'Negate the statement: Some zebras are not dangerous.',Some zebras are dangerous.,All zebras are dangerous.,Some zebras are not dangerous.,No zebras are dangerous.,30,2
612,'Negate the statement: All apples are nice.',Some apples are not nice.,No apples are nice.,Some apples are nice.,All apples are nice.,30,1
613,'Negate the statement: Some giraffes are indigo.',Some giraffes are indigo.,No giraffes are indigo.,All giraffes are indigo.,Some giraffes are not indigo.,30,2
614,'Negate the statement: Some llamas are blue.',Some llamas are not blue.,Some llamas are blue.,All llamas are blue.,No llamas are blue.,30,4
615,'Negate the statement: All bugs are weak.',No bugs are weak.,Some bugs are weak.,All bugs are weak.,Some bugs are not weak.,30,4
616,'Negate the statement: No flowers are happy.',All flowers are happy.,No flowers are happy.,Some flowers are happy.,Some flowers are not happy.,30,3
617,'Negate the statement: Some insects are not furious.',No insects are furious.,Some insects are furious.,Some insects are not furious.,All insects are furious.,30,4
618,'Negate the statement: All dogs are pious.',All dogs are pious.,Some dogs are not pious.,No dogs are pious.,Some dogs are pious.,30,2
619,'Negate the statement: All tulips are nice.',Some tulips are not nice.,All tulips are nice.,Some tulips are nice.,No tulips are nice.,30,1
620,'Negate the statement: Some violins are enigmatic.',Some violins are not enigmatic.,No violins are enigmatic.,All violins are enigmatic.,Some violins are enigmatic.,30,2
621,'Negate the statement: Some elephants are dangerous.',No elephants are dangerous.,Some elephants are dangerous.,All elephants are dangerous.,Some elephants are not dangerous.,30,1
622,'Negate the statement: All llamas are queens.',All llamas are queens.,No llamas are queens.,Some llamas are queens.,Some llamas are not queens.,30,4
623,'Negate the statement: All whales are killers.',Some whales are not killers.,Some whales are killers.,All whales are killers.,No whales are killers.,30,1
624,'Negate the statement: No kangaroos are awesome.',No kangaroos are awesome.,Some kangaroos are awesome.,Some kangaroos are not awesome.,All kangaroos are awesome.,30,2
625,'Negate the statement: Some zebras are curious.',All zebras are curious.,No zebras are curious.,Some zebras are not curious.,Some zebras are curious.,30,2
626,'Negate the statement: No flowers are dangerous.',Some flowers are dangerous.,Some flowers are not dangerous.,All flowers are dangerous.,No flowers are dangerous.,30,1
627,'Negate the statement: All quokkas are jealous.',All quokkas are jealous.,Some quokkas are not jealous.,Some quokkas are jealous.,No quokkas are jealous.,30,2
628,'Negate the statement: All mice are menacing.',All mice are menacing.,Some mice are menacing.,No mice are menacing.,Some mice are not menacing.,30,4
629,'Negate the statement: No elephants are red.',Some elephants are not red.,Some elephants are red.,All elephants are red.,No elephants are red.,30,2
630,'Negate the statement: Some owls are not curious.',No owls are curious.,All owls are curious.,Some owls are curious.,Some owls are not curious.,30,2
631,'Negate the statement: All kangaroos are transient.',Some kangaroos are transient.,All kangaroos are transient.,No kangaroos are transient.,Some kangaroos are not transient.,30,4
632,'Negate the statement: All xylophones are curious.',All xylophones are curious.,Some xylophones are not curious.,No xylophones are curious.,Some xylophones are curious.,30,2
633,'Negate the statement: No kangaroos are weak.',No kangaroos are weak.,All kangaroos are weak.,Some kangaroos are not weak.,Some kangaroos are weak.,30,4
